graph_index,num_nodes,num_edges,avg_node_degree,node_types_frequency,nodes_types,edge_types_frequency,edges_types,graph_label
43,17,38,2.235294117647059,"{'atom_type_0': 14, 'atom_type_1': 1, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 1, '15': 2, '16': 2}","{'bond_type_0': 24, 'bond_type_1': 12, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 9]': 1, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 1, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 1, '[6, 7]': 1, '[7, 6]': 1, '[7, 8]': 1, '[8, 7]': 1, '[8, 9]': 0, '[8, 13]': 0, '[9, 3]': 1, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[11, 10]': 0, '[11, 12]': 0, '[12, 11]': 0, '[12, 13]': 0, '[12, 14]': 1, '[13, 8]': 0, '[13, 12]': 0, '[14, 12]': 1, '[14, 15]': 2, '[14, 16]': 1, '[15, 14]': 2, '[16, 14]': 1}",1
44,12,24,2.0,"{'atom_type_0': 6, 'atom_type_1': 2, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 2, '8': 2, '9': 1, '10': 2, '11': 2}","{'bond_type_0': 12, 'bond_type_1': 8, 'bond_type_2': 4}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 9]': 1, '[3, 2]': 0, '[3, 4]': 0, '[4, 3]': 0, '[4, 5]': 0, '[5, 0]': 0, '[5, 4]': 0, '[5, 6]': 1, '[6, 5]': 1, '[6, 7]': 2, '[6, 8]': 1, '[7, 6]': 2, '[8, 6]': 1, '[9, 2]': 1, '[9, 10]': 2, '[9, 11]': 1, '[10, 9]': 2, '[11, 9]': 1}",1
45,23,54,2.347826086956522,"{'atom_type_0': 20, 'atom_type_1': 1, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 2, '18': 2, '19': 0, '20': 0, '21': 0, '22': 0}","{'bond_type_0': 38, 'bond_type_1': 14, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 9]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 7]': 0, '[3, 2]': 0, '[3, 4]': 0, '[4, 3]': 0, '[4, 5]': 0, '[4, 22]': 1, '[5, 4]': 0, '[5, 6]': 0, '[5, 19]': 1, '[6, 5]': 0, '[6, 7]': 0, '[6, 15]': 0, '[7, 2]': 0, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[8, 13]': 0, '[9, 0]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[11, 10]': 0, '[11, 12]': 0, '[12, 11]': 0, '[12, 13]': 0, '[12, 16]': 1, '[13, 8]': 0, '[13, 12]': 0, '[13, 14]': 0, '[14, 13]': 0, '[14, 15]': 0, '[15, 6]': 0, '[15, 14]': 0, '[16, 12]': 1, '[16, 17]': 2, '[16, 18]': 1, '[17, 16]': 2, '[18, 16]': 1, '[19, 5]': 1, '[19, 20]': 1, '[20, 19]': 1, '[20, 21]': 1, '[21, 20]': 1, '[21, 22]': 1, '[22, 4]': 1, '[22, 21]': 1}",1
46,22,50,2.272727272727273,"{'atom_type_0': 16, 'atom_type_1': 2, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 1, '15': 2, '16': 2, '17': 0, '18': 0, '19': 1, '20': 2, '21': 2}","{'bond_type_0': 24, 'bond_type_1': 22, 'bond_type_2': 4}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[1, 19]': 1, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 18]': 1, '[4, 3]': 0, '[4, 5]': 0, '[4, 9]': 1, '[5, 0]': 0, '[5, 4]': 0, '[5, 6]': 1, '[6, 5]': 1, '[6, 7]': 1, '[7, 6]': 1, '[7, 8]': 1, '[8, 7]': 1, '[8, 9]': 0, '[8, 13]': 0, '[9, 4]': 1, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[10, 17]': 1, '[11, 10]': 0, '[11, 12]': 0, '[12, 11]': 0, '[12, 13]': 0, '[12, 14]': 1, '[13, 8]': 0, '[13, 12]': 0, '[14, 12]': 1, '[14, 15]': 2, '[14, 16]': 1, '[15, 14]': 2, '[16, 14]': 1, '[17, 10]': 1, '[17, 18]': 1, '[18, 3]': 1, '[18, 17]': 1, '[19, 1]': 1, '[19, 20]': 2, '[19, 21]': 1, '[20, 19]': 2, '[21, 19]': 1}",1
47,17,38,2.235294117647059,"{'atom_type_0': 14, 'atom_type_1': 1, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 1, '15': 2, '16': 2}","{'bond_type_0': 32, 'bond_type_1': 4, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 13]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 12]': 0, '[4, 3]': 0, '[4, 5]': 0, '[5, 4]': 0, '[5, 6]': 0, '[5, 10]': 0, '[6, 5]': 0, '[6, 7]': 0, '[7, 6]': 0, '[7, 8]': 0, '[7, 14]': 1, '[8, 7]': 0, '[8, 9]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 5]': 0, '[10, 9]': 0, '[10, 11]': 0, '[11, 10]': 0, '[11, 12]': 0, '[12, 3]': 0, '[12, 11]': 0, '[12, 13]': 0, '[13, 0]': 0, '[13, 12]': 0, '[14, 7]': 1, '[14, 15]': 2, '[14, 16]': 1, '[15, 14]': 2, '[16, 14]': 1}",1
48,20,44,2.2,"{'atom_type_0': 12, 'atom_type_1': 4, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 2, '8': 2, '9': 1, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 1, '18': 2, '19': 2}","{'bond_type_0': 32, 'bond_type_1': 8, 'bond_type_2': 4}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 16]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 9]': 0, '[4, 3]': 0, '[4, 5]': 0, '[5, 0]': 0, '[5, 4]': 0, '[5, 6]': 1, '[6, 5]': 1, '[6, 7]': 2, '[6, 8]': 1, '[7, 6]': 2, '[8, 6]': 1, '[9, 3]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[10, 15]': 0, '[11, 10]': 0, '[11, 12]': 0, '[12, 11]': 0, '[12, 13]': 0, '[12, 17]': 1, '[13, 12]': 0, '[13, 14]': 0, '[14, 13]': 0, '[14, 15]': 0, '[15, 10]': 0, '[15, 14]': 0, '[15, 16]': 0, '[16, 2]': 0, '[16, 15]': 0, '[17, 12]': 1, '[17, 18]': 2, '[17, 19]': 1, '[18, 17]': 2, '[19, 17]': 1}",1
49,16,34,2.125,"{'atom_type_0': 10, 'atom_type_1': 2, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 1, '9': 2, '10': 2, '11': 0, '12': 0, '13': 1, '14': 2, '15': 2}","{'bond_type_0': 22, 'bond_type_1': 8, 'bond_type_2': 4}","{'[0, 1]': 0, '[0, 12]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 7]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 11]': 0, '[4, 3]': 0, '[4, 5]': 0, '[5, 4]': 0, '[5, 6]': 0, '[6, 5]': 0, '[6, 7]': 0, '[7, 2]': 0, '[7, 6]': 0, '[7, 8]': 1, '[8, 7]': 1, '[8, 9]': 2, '[8, 10]': 1, '[9, 8]': 2, '[10, 8]': 1, '[11, 3]': 0, '[11, 12]': 0, '[11, 13]': 1, '[12, 0]': 0, '[12, 11]': 0, '[13, 11]': 1, '[13, 14]': 2, '[13, 15]': 1, '[14, 13]': 2, '[15, 13]': 1}",1
50,26,60,2.3076923076923075,"{'atom_type_0': 20, 'atom_type_1': 2, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0, '18': 0, '19': 0, '20': 1, '21': 2, '22': 2, '23': 1, '24': 2, '25': 2}","{'bond_type_0': 38, 'bond_type_1': 18, 'bond_type_2': 4}","{'[0, 1]': 0, '[0, 9]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 7]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 23]': 1, '[4, 3]': 0, '[4, 5]': 0, '[5, 4]': 0, '[5, 6]': 0, '[6, 5]': 0, '[6, 7]': 0, '[6, 15]': 0, '[7, 2]': 0, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[8, 13]': 0, '[9, 0]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[11, 10]': 0, '[11, 12]': 0, '[12, 11]': 0, '[12, 13]': 0, '[12, 20]': 1, '[13, 8]': 0, '[13, 12]': 0, '[13, 14]': 0, '[14, 13]': 0, '[14, 15]': 0, '[14, 19]': 1, '[15, 6]': 0, '[15, 14]': 0, '[15, 16]': 1, '[16, 15]': 1, '[16, 17]': 1, '[17, 16]': 1, '[17, 18]': 1, '[18, 17]': 1, '[18, 19]': 1, '[19, 14]': 1, '[19, 18]': 1, '[20, 12]': 1, '[20, 21]': 2, '[20, 22]': 1, '[21, 20]': 2, '[22, 20]': 1, '[23, 3]': 1, '[23, 24]': 2, '[23, 25]': 1, '[24, 23]': 2, '[25, 23]': 1}",1
51,26,60,2.3076923076923075,"{'atom_type_0': 20, 'atom_type_1': 2, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0, '18': 0, '19': 0, '20': 1, '21': 2, '22': 2, '23': 1, '24': 2, '25': 2}","{'bond_type_0': 38, 'bond_type_1': 18, 'bond_type_2': 4}","{'[0, 1]': 0, '[0, 13]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 11]': 0, '[3, 2]': 0, '[3, 4]': 0, '[4, 3]': 0, '[4, 5]': 0, '[5, 4]': 0, '[5, 6]': 0, '[5, 10]': 0, '[6, 5]': 0, '[6, 7]': 0, '[6, 23]': 1, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[8, 20]': 1, '[9, 8]': 0, '[9, 10]': 0, '[9, 15]': 0, '[10, 5]': 0, '[10, 9]': 0, '[10, 11]': 0, '[11, 2]': 0, '[11, 10]': 0, '[11, 12]': 0, '[12, 11]': 0, '[12, 13]': 0, '[12, 14]': 0, '[13, 0]': 0, '[13, 12]': 0, '[14, 12]': 0, '[14, 15]': 0, '[14, 19]': 1, '[15, 9]': 0, '[15, 14]': 0, '[15, 16]': 1, '[16, 15]': 1, '[16, 17]': 1, '[17, 16]': 1, '[17, 18]': 1, '[18, 17]': 1, '[18, 19]': 1, '[19, 14]': 1, '[19, 18]': 1, '[20, 8]': 1, '[20, 21]': 2, '[20, 22]': 1, '[21, 20]': 2, '[22, 20]': 1, '[23, 6]': 1, '[23, 24]': 2, '[23, 25]': 1, '[24, 23]': 2, '[25, 23]': 1}",1
52,19,42,2.210526315789474,"{'atom_type_0': 13, 'atom_type_1': 2, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 2, '8': 2, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 1, '17': 2, '18': 2}","{'bond_type_0': 24, 'bond_type_1': 14, 'bond_type_2': 4}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 11]': 1, '[3, 2]': 0, '[3, 4]': 0, '[3, 9]': 1, '[4, 3]': 0, '[4, 5]': 0, '[5, 0]': 0, '[5, 4]': 0, '[5, 6]': 1, '[6, 5]': 1, '[6, 7]': 2, '[6, 8]': 1, '[7, 6]': 2, '[8, 6]': 1, '[9, 3]': 1, '[9, 10]': 1, '[10, 9]': 1, '[10, 11]': 0, '[10, 15]': 0, '[11, 2]': 1, '[11, 10]': 0, '[11, 12]': 0, '[12, 11]': 0, '[12, 13]': 0, '[13, 12]': 0, '[13, 14]': 0, '[14, 13]': 0, '[14, 15]': 0, '[14, 16]': 1, '[15, 10]': 0, '[15, 14]': 0, '[16, 14]': 1, '[16, 17]': 2, '[16, 18]': 1, '[17, 16]': 2, '[18, 16]': 1}",1
53,19,42,2.210526315789474,"{'atom_type_0': 12, 'atom_type_1': 1, 'atom_type_2': 4, 'atom_type_3': 0, 'atom_type_4': 0, 'atom_type_5': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 2, '8': 2, '9': 2, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 5, '18': 5}","{'bond_type_0': 24, 'bond_type_1': 16, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 16]': 1, '[3, 2]': 0, '[3, 4]': 0, '[3, 9]': 1, '[4, 3]': 0, '[4, 5]': 0, '[5, 0]': 0, '[5, 4]': 0, '[5, 6]': 1, '[6, 5]': 1, '[6, 7]': 2, '[6, 8]': 1, '[7, 6]': 2, '[8, 6]': 1, '[9, 3]': 1, '[9, 10]': 1, '[10, 9]': 1, '[10, 11]': 0, '[10, 15]': 0, '[11, 10]': 0, '[11, 12]': 0, '[12, 11]': 0, '[12, 13]': 0, '[12, 18]': 1, '[13, 12]': 0, '[13, 14]': 0, '[13, 17]': 1, '[14, 13]': 0, '[14, 15]': 0, '[15, 10]': 0, '[15, 14]': 0, '[15, 16]': 1, '[16, 2]': 1, '[16, 15]': 1, '[17, 13]': 1, '[18, 12]': 1}",1
54,14,30,2.142857142857143,"{'atom_type_0': 11, 'atom_type_1': 1, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 1, '12': 2, '13': 2}","{'bond_type_0': 22, 'bond_type_1': 6, 'bond_type_2': 2}","{'[0, 1]': 1, '[1, 0]': 1, '[1, 2]': 0, '[1, 10]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 7]': 0, '[3, 2]': 0, '[3, 4]': 0, '[4, 3]': 0, '[4, 5]': 0, '[5, 4]': 0, '[5, 6]': 0, '[6, 5]': 0, '[6, 7]': 0, '[7, 2]': 0, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 1]': 0, '[10, 9]': 0, '[10, 11]': 1, '[11, 10]': 1, '[11, 12]': 2, '[11, 13]': 1, '[12, 11]': 2, '[13, 11]': 1}",0
55,17,38,2.235294117647059,"{'atom_type_0': 12, 'atom_type_1': 3, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 1, '14': 1, '15': 2, '16': 2}","{'bond_type_0': 32, 'bond_type_1': 4, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 13]': 0, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 0, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 0, '[6, 7]': 0, '[7, 6]': 0, '[7, 8]': 0, '[7, 12]': 0, '[8, 7]': 0, '[8, 9]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[10, 14]': 1, '[11, 10]': 0, '[11, 12]': 0, '[12, 7]': 0, '[12, 11]': 0, '[12, 13]': 0, '[13, 3]': 0, '[13, 12]': 0, '[14, 10]': 1, '[14, 15]': 2, '[14, 16]': 1, '[15, 14]': 2, '[16, 14]': 1}",1
56,21,44,2.0952380952380953,"{'atom_type_0': 12, 'atom_type_1': 3, 'atom_type_2': 6}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 1, '13': 2, '14': 2, '15': 1, '16': 2, '17': 2, '18': 1, '19': 2, '20': 2}","{'bond_type_0': 24, 'bond_type_1': 14, 'bond_type_2': 6}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 18]': 1, '[3, 2]': 0, '[3, 4]': 0, '[4, 3]': 0, '[4, 5]': 0, '[5, 0]': 0, '[5, 4]': 0, '[5, 6]': 1, '[6, 5]': 1, '[6, 7]': 0, '[6, 11]': 0, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[9, 8]': 0, '[9, 10]': 0, '[9, 15]': 1, '[10, 9]': 0, '[10, 11]': 0, '[11, 6]': 0, '[11, 10]': 0, '[11, 12]': 1, '[12, 11]': 1, '[12, 13]': 2, '[12, 14]': 1, '[13, 12]': 2, '[14, 12]': 1, '[15, 9]': 1, '[15, 16]': 2, '[15, 17]': 1, '[16, 15]': 2, '[17, 15]': 1, '[18, 2]': 1, '[18, 19]': 2, '[18, 20]': 1, '[19, 18]': 2, '[20, 18]': 1}",1
57,25,58,2.32,"{'atom_type_0': 20, 'atom_type_1': 1, 'atom_type_2': 4}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 1, '14': 2, '15': 2, '16': 0, '17': 0, '18': 0, '19': 0, '20': 0, '21': 0, '22': 0, '23': 2, '24': 2}","{'bond_type_0': 38, 'bond_type_1': 16, 'bond_type_2': 4}","{'[0, 1]': 0, '[0, 9]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 18]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 8]': 0, '[4, 3]': 0, '[4, 5]': 0, '[4, 16]': 0, '[5, 4]': 0, '[5, 6]': 0, '[6, 5]': 0, '[6, 7]': 0, '[7, 6]': 0, '[7, 8]': 0, '[7, 12]': 0, '[8, 3]': 0, '[8, 7]': 0, '[8, 9]': 0, '[9, 0]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[11, 10]': 0, '[11, 12]': 0, '[12, 7]': 0, '[12, 11]': 0, '[12, 13]': 1, '[13, 12]': 1, '[13, 14]': 2, '[13, 15]': 1, '[14, 13]': 2, '[15, 13]': 1, '[16, 4]': 0, '[16, 17]': 0, '[17, 16]': 0, '[17, 18]': 0, '[17, 22]': 1, '[18, 2]': 0, '[18, 17]': 0, '[18, 19]': 1, '[19, 18]': 1, '[19, 20]': 1, '[19, 24]': 1, '[20, 19]': 1, '[20, 21]': 1, '[20, 23]': 1, '[21, 20]': 1, '[21, 22]': 2, '[22, 17]': 1, '[22, 21]': 2, '[23, 20]': 1, '[24, 19]': 1}",1
58,23,54,2.347826086956522,"{'atom_type_0': 20, 'atom_type_1': 1, 'atom_type_2': 2}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 0, '17': 0, '18': 0, '19': 0, '20': 1, '21': 2, '22': 2}","{'bond_type_0': 42, 'bond_type_1': 8, 'bond_type_2': 4}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[3, 2]': 0, '[3, 4]': 0, '[3, 9]': 0, '[4, 3]': 0, '[4, 5]': 0, '[4, 6]': 0, '[5, 0]': 0, '[5, 4]': 0, '[6, 4]': 0, '[6, 7]': 0, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[8, 13]': 0, '[9, 3]': 0, '[9, 8]': 0, '[9, 10]': 0, '[10, 9]': 0, '[10, 11]': 0, '[10, 19]': 1, '[11, 10]': 0, '[11, 12]': 0, '[11, 17]': 0, '[12, 11]': 0, '[12, 13]': 0, '[12, 14]': 0, '[13, 8]': 0, '[13, 12]': 0, '[14, 12]': 0, '[14, 15]': 0, '[15, 14]': 0, '[15, 16]': 0, '[16, 15]': 0, '[16, 17]': 0, '[17, 11]': 0, '[17, 16]': 0, '[17, 18]': 1, '[18, 17]': 1, '[18, 19]': 2, '[18, 20]': 1, '[19, 10]': 1, '[19, 18]': 2, '[20, 18]': 1, '[20, 21]': 2, '[20, 22]': 1, '[21, 20]': 2, '[22, 20]': 1}",1
59,19,40,2.1052631578947367,"{'atom_type_0': 10, 'atom_type_1': 3, 'atom_type_2': 6}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 0, '7': 0, '8': 0, '9': 0, '10': 1, '11': 2, '12': 2, '13': 1, '14': 2, '15': 2, '16': 1, '17': 2, '18': 2}","{'bond_type_0': 22, 'bond_type_1': 12, 'bond_type_2': 6}","{'[0, 1]': 0, '[0, 9]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 7]': 0, '[3, 2]': 0, '[3, 4]': 0, '[4, 3]': 0, '[4, 5]': 0, '[4, 16]': 1, '[5, 4]': 0, '[5, 6]': 0, '[6, 5]': 0, '[6, 7]': 0, '[6, 13]': 1, '[7, 2]': 0, '[7, 6]': 0, '[7, 8]': 0, '[8, 7]': 0, '[8, 9]': 0, '[8, 10]': 1, '[9, 0]': 0, '[9, 8]': 0, '[10, 8]': 1, '[10, 11]': 2, '[10, 12]': 1, '[11, 10]': 2, '[12, 10]': 1, '[13, 6]': 1, '[13, 14]': 2, '[13, 15]': 1, '[14, 13]': 2, '[15, 13]': 1, '[16, 4]': 1, '[16, 17]': 2, '[16, 18]': 1, '[17, 16]': 2, '[18, 16]': 1}",1
60,17,38,2.235294117647059,"{'atom_type_0': 13, 'atom_type_1': 1, 'atom_type_2': 2, 'atom_type_3': 0, 'atom_type_4': 0, 'atom_type_5': 1}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 2, '8': 2, '9': 0, '10': 0, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 5}","{'bond_type_0': 24, 'bond_type_1': 12, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 11]': 1, '[3, 2]': 0, '[3, 4]': 0, '[3, 9]': 1, '[4, 3]': 0, '[4, 5]': 0, '[5, 0]': 0, '[5, 4]': 0, '[5, 6]': 1, '[6, 5]': 1, '[6, 7]': 2, '[6, 8]': 1, '[7, 6]': 2, '[8, 6]': 1, '[9, 3]': 1, '[9, 10]': 1, '[10, 9]': 1, '[10, 11]': 0, '[10, 15]': 0, '[11, 2]': 1, '[11, 10]': 0, '[11, 12]': 0, '[12, 11]': 0, '[12, 13]': 0, '[13, 12]': 0, '[13, 14]': 0, '[14, 13]': 0, '[14, 15]': 0, '[14, 16]': 1, '[15, 10]': 0, '[15, 14]': 0, '[16, 14]': 1}",1
61,11,22,2.0,"{'atom_type_0': 6, 'atom_type_1': 2, 'atom_type_2': 3}","{'0': 0, '1': 0, '2': 0, '3': 0, '4': 0, '5': 0, '6': 1, '7': 2, '8': 2, '9': 2, '10': 1}","{'bond_type_0': 12, 'bond_type_1': 8, 'bond_type_2': 2}","{'[0, 1]': 0, '[0, 5]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 10]': 1, '[3, 2]': 0, '[3, 4]': 0, '[3, 9]': 1, '[4, 3]': 0, '[4, 5]': 0, '[5, 0]': 0, '[5, 4]': 0, '[5, 6]': 1, '[6, 5]': 1, '[6, 7]': 2, '[6, 8]': 1, '[7, 6]': 2, '[8, 6]': 1, '[9, 3]': 1, '[10, 2]': 1}",0
62,23,48,2.0869565217391304,"{'atom_type_0': 12, 'atom_type_1': 4, 'atom_type_2': 7}","{'0': 0, '1': 0, '2': 0, '3': 2, '4': 0, '5': 0, '6': 0, '7': 0, '8': 2, '9': 1, '10': 1, '11': 0, '12': 0, '13': 0, '14': 0, '15': 0, '16': 2, '17': 1, '18': 2, '19': 2, '20': 1, '21': 2, '22': 2}","{'bond_type_0': 20, 'bond_type_1': 18, 'bond_type_2': 10}","{'[0, 1]': 0, '[0, 4]': 0, '[1, 0]': 0, '[1, 2]': 0, '[2, 1]': 0, '[2, 3]': 0, '[2, 20]': 1, '[3, 2]': 0, '[3, 4]': 0, '[4, 0]': 0, '[4, 3]': 0, '[4, 5]': 1, '[5, 4]': 1, '[5, 6]': 2, '[6, 5]': 2, '[6, 7]': 1, '[7, 6]': 1, '[7, 8]': 2, '[7, 9]': 1, '[8, 7]': 2, '[9, 7]': 1, '[9, 10]': 1, '[10, 9]': 1, '[10, 11]': 2, '[11, 10]': 2, '[11, 12]': 1, '[12, 11]': 1, '[12, 13]': 0, '[12, 16]': 0, '[13, 12]': 0, '[13, 14]': 0, '[14, 13]': 0, '[14, 15]': 0, '[15, 14]': 0, '[15, 16]': 0, '[15, 17]': 1, '[16, 12]': 0, '[16, 15]': 0, '[17, 15]': 1, '[17, 18]': 2, '[17, 19]': 1, '[18, 17]': 2, '[19, 17]': 1, '[20, 2]': 1, '[20, 21]': 2, '[20, 22]': 1, '[21, 20]': 2, '[22, 20]': 1}",1
